,position,coverage_p,coverage_m
389616,389616,254.0,1
389617,389617,254.0,1
389618,389618,255.0,1
389619,389619,255.0,1
389620,389620,255.0,1
389621,389621,255.0,1
389622,389622,255.0,1
389623,389623,257.0,1
389624,389624,257.0,1
389625,389625,258.0,1
389626,389626,258.0,1
389627,389627,254.0,1
389628,389628,252.0,1
389629,389629,228.0,1
389630,389630,159.0,1
389631,389631,158.0,1
389632,389632,147.0,1
389633,389633,143.0,1
389634,389634,143.0,1
389635,389635,142.0,1
389636,389636,142.0,1
389637,389637,143.0,1
389638,389638,143.0,1
389639,389639,146.0,1
389640,389640,147.0,1
389641,389641,147.0,1
389642,389642,147.0,1
389643,389643,146.0,1
389644,389644,155.0,1
389645,389645,156.0,1
389646,389646,156.0,1
389647,389647,156.0,1
389648,389648,156.0,1
389649,389649,156.0,1
389650,389650,156.0,1
389651,389651,153.0,1
389652,389652,157.0,1
389653,389653,159.0,1
389654,389654,159.0,1
389655,389655,157.0,1
389656,389656,159.0,1
389657,389657,160.0,1
389658,389658,160.0,1
389659,389659,160.0,1
389660,389660,160.0,1
389661,389661,162.0,1
389662,389662,162.0,1
389663,389663,162.0,1
389664,389664,162.0,1
389665,389665,162.0,1
389666,389666,163.0,1
389667,389667,163.0,1
389668,389668,162.0,1
389669,389669,162.0,1
389670,389670,168.0,1
389671,389671,168.0,1
389672,389672,166.0,1
389673,389673,163.0,1
389674,389674,166.0,1
389675,389675,164.0,1
389676,389676,164.0,1
389677,389677,164.0,1
389678,389678,164.0,1
389679,389679,166.0,1
389680,389680,168.0,1
389681,389681,164.0,1
389682,389682,164.0,0
389683,389683,164.0,0
389684,389684,164.0,0
389685,389685,164.0,0
389686,389686,159.0,0
389687,389687,159.0,0
389688,389688,154.0,0
389689,389689,152.0,0
389690,389690,151.0,0
389691,389691,148.0,0
389692,389692,148.0,0
389693,389693,152.0,0
389694,389694,155.0,0
389695,389695,155.0,0
389696,389696,154.0,0
389697,389697,154.0,0
389698,389698,154.0,0
389699,389699,154.0,0
389700,389700,163.0,0
389701,389701,163.0,0
389702,389702,163.0,0
389703,389703,163.0,0
389704,389704,165.0,0
389705,389705,165.0,0
389706,389706,165.0,0
389707,389707,165.0,0
389708,389708,165.0,0
389709,389709,165.0,0
389710,389710,164.0,0
389711,389711,164.0,0
389712,389712,165.0,0
389713,389713,165.0,0
389714,389714,165.0,0
389715,389715,166.0,0
389716,389716,166.0,0
389717,389717,166.0,0
389718,389718,166.0,0
389719,389719,165.0,0
389720,389720,169.0,0
389721,389721,170.0,0
389722,389722,169.0,0
389723,389723,169.0,0
389724,389724,164.0,0
389725,389725,164.0,0
389726,389726,164.0,0
389727,389727,164.0,0
389728,389728,165.0,0
389729,389729,165.0,0
389730,389730,163.0,0
389731,389731,167.0,0
389732,389732,176.0,0
389733,389733,179.0,0
389734,389734,178.0,0
389735,389735,161.0,0
389736,389736,157.0,0
389737,389737,154.0,0
389738,389738,154.0,0
389739,389739,154.0,0
389740,389740,155.0,0
389741,389741,156.0,0
389742,389742,159.0,0
389743,389743,165.0,0
389744,389744,165.0,0
389745,389745,165.0,0
389746,389746,166.0,0
389747,389747,167.0,0
389748,389748,164.0,0
389749,389749,163.0,0
389750,389750,163.0,0
389751,389751,160.0,0
389752,389752,164.0,0
389753,389753,156.0,0
389754,389754,142.0,0
389755,389755,142.0,0
389756,389756,146.0,0
389757,389757,146.0,0
389758,389758,147.0,0
389759,389759,147.0,0
389760,389760,147.0,0
389761,389761,148.0,0
389762,389762,148.0,0
389763,389763,152.0,0
389764,389764,152.0,0
389765,389765,152.0,0
389766,389766,152.0,0
389767,389767,152.0,1
389768,389768,152.0,1
389769,389769,152.0,1
389770,389770,152.0,1
389771,389771,152.0,1
389772,389772,152.0,1
389773,389773,152.0,1
389774,389774,152.0,1
389775,389775,152.0,1
389776,389776,155.0,1
389777,389777,155.0,1
389778,389778,155.0,1
389779,389779,155.0,1
389780,389780,155.0,1
389781,389781,155.0,1
389782,389782,155.0,1
389783,389783,155.0,1
389784,389784,155.0,1
389785,389785,155.0,1
389786,389786,155.0,1
389787,389787,156.0,1
389788,389788,156.0,1
389789,389789,156.0,1
389790,389790,158.0,1
389791,389791,158.0,1
389792,389792,157.0,1
389793,389793,157.0,1
389794,389794,156.0,1
389795,389795,165.0,1
389796,389796,166.0,1
389797,389797,170.0,1
389798,389798,167.0,1
389799,389799,160.0,1
389800,389800,161.0,1
389801,389801,161.0,1
389802,389802,161.0,1
389803,389803,162.0,1
389804,389804,162.0,1
389805,389805,162.0,1
389806,389806,158.0,1
389807,389807,159.0,1
389808,389808,157.0,1
389809,389809,156.0,1
389810,389810,159.0,1
389811,389811,159.0,1
389812,389812,160.0,1
389813,389813,160.0,1
389814,389814,160.0,1
389815,389815,162.0,1
389816,389816,162.0,1
389817,389817,162.0,1
389818,389818,163.0,1
389819,389819,161.0,1
389820,389820,161.0,1
389821,389821,159.0,1
389822,389822,162.0,1
389823,389823,164.0,1
389824,389824,165.0,1
389825,389825,165.0,1
389826,389826,166.0,1
389827,389827,166.0,1
389828,389828,167.0,1
389829,389829,167.0,0
389830,389830,167.0,0
389831,389831,170.0,0
389832,389832,172.0,0
389833,389833,172.0,0
389834,389834,172.0,0
389835,389835,170.0,0
389836,389836,173.0,0
389837,389837,172.0,0
389838,389838,172.0,0
389839,389839,172.0,0
389840,389840,172.0,0
389841,389841,173.0,0
389842,389842,175.0,0
389843,389843,175.0,0
389844,389844,174.0,0
389845,389845,175.0,0
389846,389846,174.0,0
389847,389847,163.0,0
389848,389848,162.0,0
389849,389849,161.0,0
389850,389850,161.0,0
389851,389851,163.0,0
389852,389852,157.0,0
389853,389853,158.0,0
389854,389854,155.0,0
389855,389855,154.0,0
389856,389856,157.0,0
389857,389857,151.0,0
389858,389858,145.0,0
389859,389859,142.0,0
389860,389860,142.0,0
389861,389861,142.0,0
389862,389862,142.0,0
389863,389863,141.0,0
389864,389864,141.0,0
389865,389865,141.0,0
389866,389866,141.0,0
389867,389867,142.0,0
389868,389868,141.0,0
389869,389869,141.0,0
389870,389870,141.0,0
389871,389871,140.0,0
389872,389872,140.0,0
389873,389873,140.0,0
389874,389874,133.0,0
389875,389875,133.0,0
389876,389876,133.0,0
389877,389877,135.0,0
389878,389878,140.0,0
389879,389879,140.0,0
389880,389880,140.0,0
389881,389881,140.0,0
389882,389882,144.0,0
389883,389883,145.0,0
389884,389884,145.0,0
389885,389885,145.0,0
389886,389886,145.0,0
389887,389887,148.0,0
389888,389888,149.0,0
389889,389889,150.0,0
389890,389890,151.0,0
389891,389891,152.0,0
389892,389892,152.0,0
389893,389893,152.0,0
389894,389894,152.0,0
389895,389895,153.0,0
389896,389896,159.0,0
389897,389897,160.0,0
389898,389898,160.0,0
389899,389899,160.0,0
389900,389900,166.0,0
389901,389901,168.0,0
389902,389902,170.0,0
389903,389903,170.0,0
389904,389904,170.0,0
389905,389905,170.0,0
389906,389906,171.0,0
389907,389907,172.0,0
389908,389908,172.0,0
389909,389909,172.0,0
389910,389910,172.0,0
389911,389911,172.0,0
389912,389912,171.0,0
389913,389913,175.0,0
389914,389914,173.0,0
389915,389915,178.0,0
389916,389916,180.0,0
389917,389917,188.0,0
389918,389918,189.0,0
389919,389919,189.0,0
389920,389920,190.0,0
389921,389921,192.0,0
389922,389922,193.0,0
389923,389923,192.0,0
389924,389924,190.0,0
389925,389925,188.0,0
389926,389926,187.0,0
389927,389927,187.0,0
389928,389928,186.0,0
389929,389929,184.0,0
389930,389930,179.0,0
389931,389931,171.0,0
389932,389932,170.0,0
389933,389933,138.0,0
389934,389934,137.0,0
389935,389935,135.0,0
389936,389936,128.0,0
389937,389937,131.0,0
389938,389938,135.0,0
389939,389939,133.0,0
389940,389940,133.0,0
389941,389941,133.0,0
389942,389942,133.0,0
389943,389943,135.0,0
389944,389944,134.0,0
389945,389945,136.0,0
389946,389946,136.0,0
389947,389947,143.0,0
389948,389948,141.0,0
389949,389949,139.0,0
389950,389950,139.0,0
389951,389951,139.0,0
389952,389952,139.0,0
389953,389953,139.0,0
389954,389954,135.0,0
389955,389955,137.0,0
389956,389956,139.0,0
389957,389957,139.0,0
389958,389958,142.0,0
389959,389959,142.0,0
389960,389960,142.0,0
389961,389961,142.0,0
389962,389962,142.0,0
389963,389963,142.0,0
389964,389964,142.0,0
389965,389965,143.0,0
389966,389966,144.0,0
389967,389967,142.0,0
389968,389968,142.0,0
389969,389969,141.0,0
389970,389970,143.0,0
389971,389971,148.0,0
389972,389972,148.0,0
389973,389973,150.0,0
389974,389974,150.0,0
389975,389975,155.0,0
389976,389976,155.0,0
389977,389977,155.0,0
389978,389978,155.0,0
389979,389979,155.0,0
389980,389980,155.0,0
389981,389981,155.0,0
389982,389982,157.0,0
389983,389983,157.0,0
389984,389984,157.0,0
389985,389985,158.0,0
389986,389986,158.0,0
389987,389987,157.0,0
389988,389988,157.0,0
389989,389989,158.0,0
389990,389990,159.0,0
389991,389991,159.0,0
389992,389992,160.0,0
389993,389993,161.0,0
389994,389994,161.0,0
389995,389995,161.0,0
389996,389996,161.0,0
389997,389997,160.0,0
389998,389998,160.0,0
389999,389999,160.0,0
390000,390000,162.0,0
